Patch,PSNR,SSIM,RMSE,SAM
204,3.6880176496598245,-0.11622178,0.6540321707725525,1.5921258926391602
205,6.23759393409669,0.06924807,0.48766353726387024,0.8810641765594482
206,3.1153314116829565,-0.20285237,0.6986078023910522,1.9537745714187622
207,3.4459539815492226,-0.17279851,0.6725155115127563,1.8906999826431274
208,5.71641332199097,-0.017800858,0.5178205966949463,1.1591529846191406
209,4.95635661240872,0.062727384,0.5651739835739136,0.9343172311782837
210,5.237049485310993,0.061143175,0.5472018122673035,0.9982112646102905
211,4.523990392123272,-0.032713845,0.5940191745758057,1.4019129276275635
212,5.329829069149171,0.037183374,0.5413879156112671,1.0166656970977783
213,4.25390475072794,-0.06526535,0.6127802729606628,1.444748878479004
214,4.059809304259103,-0.10010407,0.6266276240348816,1.5307621955871582
215,4.772055809985166,0.05715524,0.5772942304611206,1.215766429901123
216,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
217,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
218,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
219,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
220,6.981602722674362,0.041663636,0.4476306736469269,1.2294267416000366
221,6.771485214612118,0.060119543,0.4585912227630615,0.8968966007232666
222,5.424986710795112,0.01559222,0.5354891419410706,1.074873924255371
223,4.338797732664868,-0.08993705,0.6068203449249268,1.4339125156402588
224,4.274191122758591,-0.048250798,0.6113507151603699,1.378318428993225
225,3.945935071859368,-0.06022647,0.6348969340324402,1.3979567289352417
226,4.4808885225272155,-0.029354746,0.59697425365448,1.2682774066925049
227,4.306955951061139,-0.037130658,0.6090489625930786,1.227362036705017
228,7.16903897351698,0.12759984,0.4380745589733124,0.6438784599304199
229,6.123078121787708,0.04231237,0.4941355586051941,0.9928627014160156
230,5.760579740511962,0.04518424,0.5151942372322083,0.9853411316871643
231,4.876646384801646,-0.07830985,0.5703845024108887,1.4051405191421509
232,4.492390711032057,0.050148066,0.5961841940879822,0.9805871248245239
233,5.465227686162587,0.08353105,0.5330140590667725,0.8264366388320923
234,5.578981936524725,0.039772406,0.5260789394378662,1.0328538417816162
235,4.730180705440955,0.006561374,0.5800840854644775,1.1794919967651367
236,5.640857732043223,0.03702112,0.5223445892333984,0.9376741647720337
237,5.059333063488884,0.018643746,0.5585131049156189,1.005211591720581
238,6.379428337149414,0.07481542,0.47976499795913696,0.9010973572731018
239,6.361565658121942,0.0845175,0.4807526767253876,1.247086524963379
240,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
241,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
242,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
243,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
244,7.1323780462477435,0.101421714,0.43992745876312256,0.9159935712814331
245,5.2126713167830285,0.012600929,0.5487397313117981,1.0907416343688965
246,5.624948915039143,0.014514183,0.5233021974563599,1.0875524282455444
247,6.182909600595568,0.042249084,0.4907434582710266,0.9415892362594604
248,6.251815957327528,0.10135514,0.486865758895874,0.7933232188224792
249,5.845910054477407,0.051454246,0.5101577639579773,0.9134830236434937
250,5.478592872512924,0.05885233,0.5321944952011108,0.9010410308837891
251,3.4231009461701305,0.016759226,0.6742873191833496,1.0973610877990723
252,3.93909250991754,-0.08162195,0.6353973150253296,1.481710433959961
253,7.497060919959094,0.1255012,0.4218392074108124,0.7105885744094849
254,3.541552960982181,-0.09941044,0.665154218673706,1.6696577072143555
255,5.55149784225252,-0.0011024078,0.5277462005615234,1.253755807876587
256,4.402322627461436,-0.04680754,0.6023984551429749,1.456580638885498
257,3.7178895062646964,-0.13123704,0.651786744594574,1.6736198663711548
258,4.37695466289134,-0.027483717,0.6041603684425354,1.3531274795532227
259,4.744921802449106,0.042991117,0.5791004300117493,0.9852609038352966
260,6.17420003039184,0.109031826,0.49123579263687134,0.5989513993263245
261,4.801507766769277,-0.019598952,0.5753400325775146,1.2043335437774658
262,6.995927009733802,0.1298107,0.4468931257724762,0.778954267501831
263,6.230464395429775,0.006126106,0.4880639910697937,1.5352036952972412
264,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
265,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
266,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
267,6.501147244427109,0.004431949,0.4730887711048126,1.5455820560455322
268,6.117836894363422,0.048033398,0.49443382024765015,0.956510066986084
269,6.130590721676046,0.03254747,0.4937083423137665,0.9931845664978027
270,5.24259231767639,-0.03764188,0.5468527674674988,1.3003616333007812
271,6.727326194722387,0.08965551,0.46092861890792847,0.8590466380119324
272,5.129724533901569,-0.06495323,0.5540050864219666,1.517346978187561
273,4.318708226717016,-0.061922368,0.6082254648208618,1.4529303312301636
274,3.7019554456702597,-0.12690516,0.652983546257019,1.7132525444030762
275,5.408521652839791,0.038994655,0.5365051627159119,1.23392653465271
276,6.890964807544987,0.11437696,0.4523261785507202,1.162008285522461
277,6.16713493982258,0.08569612,0.4916355311870575,1.2037866115570068
278,6.667550686668449,-0.0056274086,0.46411165595054626,1.4692943096160889
279,6.108653308681125,0.018664828,0.4949568212032318,1.416806697845459
280,5.443739649541568,0.009578869,0.5343342423439026,1.3642574548721313
281,4.014876086366234,-0.13825212,0.6298776268959045,1.7840266227722168
282,4.779234408605074,-0.0420647,0.5768173336982727,1.4689581394195557
283,5.472157264323374,0.08578425,0.5325889587402344,0.6267583966255188
284,5.04361293410549,0.0112007605,0.5595247745513916,1.0958871841430664
285,4.967894558141922,-0.0075793862,0.5644237399101257,1.127530813217163
286,5.763345135163701,0.0893024,0.5150302648544312,1.047368049621582
287,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
288,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
289,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
290,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
291,4.812842147965997,0.012666875,0.5745897889137268,1.4022794961929321
292,5.490869562382143,-0.0007734398,0.5314428210258484,1.141775131225586
293,4.411351525931667,-0.040120542,0.6017726063728333,1.2793006896972656
294,5.801776578605596,0.033280928,0.5127564668655396,1.045264720916748
295,1.8792763209995926,-0.26596394,0.8054455518722534,2.128951072692871
296,7.16491401802199,0.19052142,0.43828266859054565,0.9610013365745544
297,15.70613790478565,0.6856802,0.1639430820941925,0.21983742713928223
298,12.592712018034295,0.56262374,0.23461967706680298,0.3244154751300812
299,9.90752927914555,0.13962646,0.3196123540401459,0.9960615038871765
300,7.186425036171994,-0.00078709424,0.43719857931137085,1.3893558979034424
301,10.595949794603992,0.22658367,0.2952585816383362,0.8430289030075073
302,6.400442214219436,0.02778115,0.4786057472229004,1.2255029678344727
303,11.13709997378426,0.26529744,0.2774246037006378,0.7851229906082153
304,11.643498084989524,0.5109977,0.2617128789424896,0.3404783606529236
305,12.518333077196937,0.50992936,0.23663738369941711,0.28777211904525757
306,3.1304648766063807,-0.04393347,0.6973916888237,1.564095139503479
307,4.6199282616608635,0.041484233,0.5874941945075989,0.9237600564956665
308,5.309837617274642,-0.011591569,0.5426353812217712,1.1291199922561646
309,4.2398218456626555,-0.07902437,0.6137745976448059,1.4604063034057617
310,6.136377738769257,0.097032726,0.49337950348854065,1.0748531818389893
311,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
312,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
313,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
314,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
315,6.959823482780285,0.06768851,0.4487544894218445,1.1078448295593262
316,4.259291777337532,-0.12948996,0.6124002933502197,1.6095359325408936
317,3.902142463370431,-0.08374337,0.6381060481071472,1.583625316619873
318,5.077393077057348,-0.05370402,0.5573530197143555,1.3454012870788574
319,4.870936256224489,-0.1343202,0.5707595348358154,1.5350010395050049
320,13.83796055972146,0.59964466,0.203283429145813,0.4182279109954834
321,14.591035856312399,0.6344299,0.18640097975730896,0.23153114318847656
322,14.761271104110607,0.6153374,0.18278327584266663,0.24297474324703217
323,12.753382074449602,0.45407927,0.23031960427761078,0.586920440196991
324,9.059891341044292,0.15316391,0.3523752689361572,1.069159746170044
325,8.54423925220778,0.081525385,0.373928040266037,1.1352486610412598
326,7.238734735442818,0.15644343,0.43457353115081787,1.1625421047210693
327,11.470519677488479,0.30885515,0.26697710156440735,0.6495667099952698
328,6.155967383958338,-0.0178322,0.49226805567741394,1.5428540706634521
329,11.590697973317784,0.32481858,0.26330864429473877,0.5890650749206543
330,2.76027448688395,-0.10701386,0.7277567982673645,1.8636388778686523
331,4.353333694562238,-0.0100245075,0.6058056354522705,1.2045178413391113
332,5.7201554468905265,0.01931625,0.5175975561141968,1.062303066253662
333,6.020872158973086,0.06748114,0.4999843239784241,0.8852214813232422
334,5.469759687699602,0.049205616,0.5327359437942505,1.353898525238037
335,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
336,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
337,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
338,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
339,5.885379239880399,0.03732585,0.5078448057174683,1.1776859760284424
340,4.599318868510638,-0.021786744,0.5888898372650146,1.2205100059509277
341,3.310611936666726,-0.23473193,0.6830766201019287,2.114372730255127
342,5.703850783344082,-0.02018184,0.518570065498352,1.2931346893310547
343,8.851015416760692,0.2285981,0.36095181107521057,0.8027499914169312
344,13.170629304241814,0.58846754,0.21951718628406525,0.2561798691749573
345,13.76759341478608,0.611089,0.20493696630001068,0.2599637508392334
346,15.026308728642089,0.63070583,0.17729012668132782,0.2375963032245636
347,14.579660936368441,0.6027612,0.1866452544927597,0.2293306291103363
348,15.909098040584222,0.6434207,0.16015669703483582,0.20064561069011688
349,16.786130305216055,0.6607988,0.14477497339248657,0.17358040809631348
350,15.675546401742448,0.6394828,0.1645215004682541,0.1975403130054474
351,9.663387018779975,0.35115883,0.3287234306335449,0.7547467350959778
352,11.872413261523773,0.6223956,0.2549055814743042,0.40126466751098633
353,8.223726255170305,0.20673645,0.38798385858535767,0.7347921133041382
354,5.752734852466633,0.062519215,0.515659749507904,0.7617090344429016
355,1.8228349619762472,-0.20544465,0.8106964230537415,2.1644837856292725
356,5.2793315131855305,-0.0130452765,0.5445445775985718,1.225777506828308
357,6.485826775321096,0.11117106,0.4739239811897278,0.8171203136444092
358,6.156875718104243,0.00017577362,0.492216557264328,1.5693140029907227
359,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
360,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
361,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
362,6.542022938211205,0.020587804,0.47086766362190247,1.4771372079849243
363,7.337214518649314,0.07546722,0.4296741783618927,0.8229905366897583
364,2.5188793103683853,-0.21204402,0.7482660412788391,1.9857770204544067
365,5.724449610816816,0.046131015,0.5173417329788208,0.9577026963233948
366,5.769767758693892,0.059396207,0.5146495699882507,1.1219538450241089
367,6.014319865920652,-0.10703137,0.5003616213798523,1.5983378887176514
368,9.704865102368526,0.46845868,0.3271574079990387,0.4376360774040222
369,11.737792824973464,0.5422252,0.25888708233833313,0.3344074487686157
370,14.790779608979257,0.62038904,0.18216335773468018,0.22244656085968018
371,14.726930155101321,0.613424,0.18350736796855927,0.22439667582511902
372,13.938701120975763,0.59197927,0.2009393274784088,0.23811376094818115
373,14.288027299896031,0.6034882,0.1930183619260788,0.22190873324871063
374,15.539777449685408,0.6390527,0.16711334884166718,0.1963638961315155
375,13.976257443670825,0.60607535,0.20007237792015076,0.2367973029613495
376,15.61285590637782,0.6443251,0.16571323573589325,0.201661616563797
377,2.472894659530887,0.023058852,0.7522379755973816,1.5684340000152588
378,4.849087687392316,0.07015588,0.5721970796585083,0.7267520427703857
379,5.509349187257571,0.027704887,0.5303133130073547,1.0233553647994995
380,5.790172459683969,0.061236184,0.5134419798851013,0.9532824158668518
381,6.655907282408763,0.11887578,0.4647342264652252,0.8642165660858154
382,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
383,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
384,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
385,6.177703539603428,0.00031115487,0.49103766679763794,1.5707968473434448
386,7.799272510612863,0.066855244,0.40741440653800964,1.1721458435058594
387,6.122511994955294,0.05498542,0.4941677451133728,0.9618619680404663
388,4.889792829531104,-0.049770787,0.5695217847824097,1.3296890258789062
389,5.043505265185684,-0.015533562,0.5595317482948303,1.2096463441848755
390,5.436376279291146,0.071576215,0.5347874164581299,1.1350512504577637
391,13.149979282325209,0.5802663,0.22003969550132751,0.2625353932380676
392,14.584244398284852,0.6124195,0.18654678761959076,0.2305985391139984
393,14.654390304814203,0.608185,0.18504633009433746,0.23305267095565796
394,14.28399397805769,0.61102074,0.19310802221298218,0.23174461722373962
395,14.704449896768871,0.6250598,0.18398290872573853,0.21594935655593872
396,14.03152632899417,0.5977061,0.1988033503293991,0.23685187101364136
397,13.907200696827937,0.5949214,0.201669380068779,0.2505454421043396
398,13.892610023162536,0.5939607,0.2020084410905838,0.24490445852279663
399,14.064410692245609,0.59702533,0.19805210828781128,0.23340564966201782
400,13.206732364695688,0.5767018,0.21860665082931519,0.25896087288856506
401,10.082435304877626,0.4511093,0.31324073672294617,0.4044643044471741
